Race,Precinct,PrecinctCode,Name,Party,Votes
"Clatskanie PUD, Director, Subdivision",107 - Westport/Hillcrest,107.0,Write-in Totals,,3.0
"Clatskanie PUD, Director, Subdivision",108 - Jewell,108.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",108 - Jewell,108.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",108 - Jewell,108.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",109 - Olney,109.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",109 - Olney,109.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",109 - Olney,109.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",110 - Stanley Acres,110.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",110 - Stanley Acres,110.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",110 - Stanley Acres,110.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",111 - Lewis and Clark/Chadwell,111.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",111 - Lewis and Clark/Chadwell,111.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",111 - Lewis and Clark/Chadwell,111.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",112 - Warrenton East,112.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",112 - Warrenton East,112.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",112 - Warrenton East,112.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",113 - Warrenton West,113.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",113 - Warrenton West,113.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",113 - Warrenton West,113.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",114 - Clatsop Plains North,114.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",114 - Clatsop Plains North,114.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",114 - Clatsop Plains North,114.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",115 - Clatsop Plains South,115.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",115 - Clatsop Plains South,115.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",115 - Clatsop Plains South,115.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",116 - Gearhart,116.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",116 - Gearhart,116.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",116 - Gearhart,116.0,Write-in Totals,,
"State Measure 115 - Amends Constitution, Authorizes Impeachment",101 - Astoria West,101.0,Yes,,1726.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",101 - Astoria West,101.0,No,,744.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",102 - Astoria East,102.0,Yes,,1182.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",102 - Astoria East,102.0,No,,488.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",103 - John Day/Walluski,103.0,Yes,,369.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",103 - John Day/Walluski,103.0,No,,300.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",104 - Astoria South,104.0,Yes,,636.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",104 - Astoria South,104.0,No,,252.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",105 - Svensen,105.0,Yes,,511.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",105 - Svensen,105.0,No,,444.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",106 - Knappa,106.0,Yes,,555.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",106 - Knappa,106.0,No,,479.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",107 - Westport/Hillcrest,107.0,Yes,,184.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",107 - Westport/Hillcrest,107.0,No,,142.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",108 - Jewell,108.0,Yes,,201.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",108 - Jewell,108.0,No,,134.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",109 - Olney,109.0,Yes,,186.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",109 - Olney,109.0,No,,230.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",110 - Stanley Acres,110.0,Yes,,110.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",110 - Stanley Acres,110.0,No,,87.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",111 - Lewis and Clark/Chadwell,111.0,Yes,,721.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",111 - Lewis and Clark/Chadwell,111.0,No,,594.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",112 - Warrenton East,112.0,Yes,,510.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",112 - Warrenton East,112.0,No,,307.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",113 - Warrenton West,113.0,Yes,,1295.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",113 - Warrenton West,113.0,No,,882.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",114 - Clatsop Plains North,114.0,Yes,,402.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",114 - Clatsop Plains North,114.0,No,,325.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",115 - Clatsop Plains South,115.0,Yes,,716.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",115 - Clatsop Plains South,115.0,No,,494.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",116 - Gearhart,116.0,Yes,,774.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",116 - Gearhart,116.0,No,,487.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",117 - Seaside North,117.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",117 - Seaside North,117.0,Write-in Totals,,19.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",118 - Seaside West,118.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",118 - Seaside West,118.0,Write-in Totals,,21.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",119 - Seaside East,119.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",119 - Seaside East,119.0,Write-in Totals,,23.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",120 - Seaside South,120.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",120 - Seaside South,120.0,Write-in Totals,,42.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",121 - Necanicum,121.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",121 - Necanicum,121.0,Write-in Totals,,10.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",122 - Arch Cape,122.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",122 - Arch Cape,122.0,Write-in Totals,,7.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",123 - Cannon Beach,123.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",123 - Cannon Beach,123.0,Write-in Totals,,13.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",124 - Hamlet,124.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",124 - Hamlet,124.0,Write-in Totals,,10.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",125 - Elsie,125.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",125 - Elsie,125.0,Write-in Totals,,8.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",Totals,,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",Totals,,Write-in Totals,,621.0
"Clatskanie PUD, Director, Subdivision",117 - Seaside North,117.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",117 - Seaside North,117.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",117 - Seaside North,117.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",118 - Seaside West,118.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",118 - Seaside West,118.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",118 - Seaside West,118.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",119 - Seaside East,119.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",119 - Seaside East,119.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",119 - Seaside East,119.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",120 - Seaside South,120.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",120 - Seaside South,120.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",120 - Seaside South,120.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",121 - Necanicum,121.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",121 - Necanicum,121.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",121 - Necanicum,121.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",122 - Arch Cape,122.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",122 - Arch Cape,122.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",122 - Arch Cape,122.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",123 - Cannon Beach,123.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",123 - Cannon Beach,123.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",123 - Cannon Beach,123.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",124 - Hamlet,124.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",124 - Hamlet,124.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",124 - Hamlet,124.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",125 - Elsie,125.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",125 - Elsie,125.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",125 - Elsie,125.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",Totals,,Bob Wiggins,,202.0
"Clatskanie PUD, Director, Subdivision",Totals,,Pamela Reed (Pam),,89.0
"Clatskanie PUD, Director, Subdivision",Totals,,Write-in Totals,,3.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",117 - Seaside North,117.0,Yes,,346.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",117 - Seaside North,117.0,No,,184.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",118 - Seaside West,118.0,Yes,,389.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",118 - Seaside West,118.0,No,,170.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",119 - Seaside East,119.0,Yes,,560.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",119 - Seaside East,119.0,No,,285.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",120 - Seaside South,120.0,Yes,,775.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",120 - Seaside South,120.0,No,,388.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",121 - Necanicum,121.0,Yes,,183.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",121 - Necanicum,121.0,No,,119.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",122 - Arch Cape,122.0,Yes,,147.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",122 - Arch Cape,122.0,No,,65.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",123 - Cannon Beach,123.0,Yes,,623.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",123 - Cannon Beach,123.0,No,,310.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",124 - Hamlet,124.0,Yes,,153.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",124 - Hamlet,124.0,No,,109.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",125 - Elsie,125.0,Yes,,135.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",125 - Elsie,125.0,No,,111.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",Totals,,Yes,,13389.0
"State Measure 115 - Amends Constitution, Authorizes Impeachment",Totals,,No,,8130.0
"State Measure 116 - Amends Constitution, Establishes Commission",101 - Astoria West,101.0,Yes,,1467.0
"State Measure 116 - Amends Constitution, Establishes Commission",101 - Astoria West,101.0,No,,1014.0
"State Measure 116 - Amends Constitution, Establishes Commission",102 - Astoria East,102.0,Yes,,967.0
"State Measure 116 - Amends Constitution, Establishes Commission",102 - Astoria East,102.0,No,,699.0
"State Measure 116 - Amends Constitution, Establishes Commission",103 - John Day/Walluski,103.0,Yes,,287.0
"State Measure 116 - Amends Constitution, Establishes Commission",103 - John Day/Walluski,103.0,No,,392.0
"State Measure 116 - Amends Constitution, Establishes Commission",104 - Astoria South,104.0,Yes,,515.0
"State Measure 116 - Amends Constitution, Establishes Commission",104 - Astoria South,104.0,No,,365.0
"State Measure 116 - Amends Constitution, Establishes Commission",105 - Svensen,105.0,Yes,,382.0
"State Measure 116 - Amends Constitution, Establishes Commission",105 - Svensen,105.0,No,,574.0
"State Measure 116 - Amends Constitution, Establishes Commission",106 - Knappa,106.0,Yes,,444.0
"State Measure 116 - Amends Constitution, Establishes Commission",106 - Knappa,106.0,No,,608.0
"State Measure 116 - Amends Constitution, Establishes Commission",107 - Westport/Hillcrest,107.0,Yes,,128.0
"State Measure 116 - Amends Constitution, Establishes Commission",107 - Westport/Hillcrest,107.0,No,,197.0
"State Measure 116 - Amends Constitution, Establishes Commission",108 - Jewell,108.0,Yes,,134.0
"State Measure 116 - Amends Constitution, Establishes Commission",108 - Jewell,108.0,No,,202.0
"State Measure 116 - Amends Constitution, Establishes Commission",109 - Olney,109.0,Yes,,136.0
"State Measure 116 - Amends Constitution, Establishes Commission",109 - Olney,109.0,No,,280.0
"State Measure 116 - Amends Constitution, Establishes Commission",110 - Stanley Acres,110.0,Yes,,74.0
"State Measure 116 - Amends Constitution, Establishes Commission",110 - Stanley Acres,110.0,No,,117.0
"State Measure 116 - Amends Constitution, Establishes Commission",111 - Lewis and Clark/Chadwell,111.0,Yes,,527.0
"State Measure 116 - Amends Constitution, Establishes Commission",111 - Lewis and Clark/Chadwell,111.0,No,,794.0
"State Measure 116 - Amends Constitution, Establishes Commission",112 - Warrenton East,112.0,Yes,,396.0
"State Measure 116 - Amends Constitution, Establishes Commission",112 - Warrenton East,112.0,No,,406.0
"State Measure 116 - Amends Constitution, Establishes Commission",113 - Warrenton West,113.0,Yes,,1001.0
"State Measure 116 - Amends Constitution, Establishes Commission",113 - Warrenton West,113.0,No,,1137.0
"State Measure 116 - Amends Constitution, Establishes Commission",114 - Clatsop Plains North,114.0,Yes,,308.0
"State Measure 116 - Amends Constitution, Establishes Commission",114 - Clatsop Plains North,114.0,No,,416.0
"State Measure 116 - Amends Constitution, Establishes Commission",115 - Clatsop Plains South,115.0,Yes,,528.0
"State Measure 116 - Amends Constitution, Establishes Commission",115 - Clatsop Plains South,115.0,No,,681.0
"State Measure 116 - Amends Constitution, Establishes Commission",116 - Gearhart,116.0,Yes,,598.0
"State Measure 116 - Amends Constitution, Establishes Commission",116 - Gearhart,116.0,No,,646.0
State Measure 117 - Rank Choice Voting,101 - Astoria West,101.0,Yes,,1345.0
State Measure 117 - Rank Choice Voting,101 - Astoria West,101.0,No,,1175.0
State Measure 117 - Rank Choice Voting,102 - Astoria East,102.0,Yes,,921.0
State Measure 117 - Rank Choice Voting,102 - Astoria East,102.0,No,,787.0
State Measure 117 - Rank Choice Voting,103 - John Day/Walluski,103.0,Yes,,252.0
State Measure 117 - Rank Choice Voting,103 - John Day/Walluski,103.0,No,,444.0
State Measure 117 - Rank Choice Voting,104 - Astoria South,104.0,Yes,,496.0
State Measure 117 - Rank Choice Voting,104 - Astoria South,104.0,No,,401.0
State Measure 117 - Rank Choice Voting,105 - Svensen,105.0,Yes,,317.0
State Measure 117 - Rank Choice Voting,105 - Svensen,105.0,No,,656.0
State Measure 117 - Rank Choice Voting,106 - Knappa,106.0,Yes,,360.0
State Measure 117 - Rank Choice Voting,106 - Knappa,106.0,No,,707.0
State Measure 117 - Rank Choice Voting,107 - Westport/Hillcrest,107.0,Yes,,99.0
State Measure 117 - Rank Choice Voting,107 - Westport/Hillcrest,107.0,No,,233.0
State Measure 117 - Rank Choice Voting,108 - Jewell,108.0,Yes,,113.0
State Measure 117 - Rank Choice Voting,108 - Jewell,108.0,No,,232.0
State Measure 117 - Rank Choice Voting,109 - Olney,109.0,Yes,,115.0
State Measure 117 - Rank Choice Voting,109 - Olney,109.0,No,,314.0
State Measure 117 - Rank Choice Voting,110 - Stanley Acres,110.0,Yes,,66.0
State Measure 117 - Rank Choice Voting,110 - Stanley Acres,110.0,No,,130.0
State Measure 117 - Rank Choice Voting,111 - Lewis and Clark/Chadwell,111.0,Yes,,415.0
State Measure 117 - Rank Choice Voting,111 - Lewis and Clark/Chadwell,111.0,No,,940.0
State Measure 117 - Rank Choice Voting,112 - Warrenton East,112.0,Yes,,324.0
State Measure 117 - Rank Choice Voting,112 - Warrenton East,112.0,No,,493.0
State Measure 117 - Rank Choice Voting,113 - Warrenton West,113.0,Yes,,772.0
State Measure 117 - Rank Choice Voting,113 - Warrenton West,113.0,No,,1412.0
State Measure 117 - Rank Choice Voting,114 - Clatsop Plains North,114.0,Yes,,246.0
State Measure 117 - Rank Choice Voting,114 - Clatsop Plains North,114.0,No,,492.0
State Measure 117 - Rank Choice Voting,115 - Clatsop Plains South,115.0,Yes,,415.0
State Measure 117 - Rank Choice Voting,115 - Clatsop Plains South,115.0,No,,815.0
State Measure 117 - Rank Choice Voting,116 - Gearhart,116.0,Yes,,489.0
State Measure 117 - Rank Choice Voting,116 - Gearhart,116.0,No,,780.0
State Measure 118 - Increases Corporate Taxes,101 - Astoria West,101.0,Yes,,773.0
State Measure 118 - Increases Corporate Taxes,101 - Astoria West,101.0,No,,1753.0
State Measure 118 - Increases Corporate Taxes,102 - Astoria East,102.0,Yes,,496.0
State Measure 118 - Increases Corporate Taxes,102 - Astoria East,102.0,No,,1201.0
State Measure 118 - Increases Corporate Taxes,103 - John Day/Walluski,103.0,Yes,,148.0
State Measure 118 - Increases Corporate Taxes,103 - John Day/Walluski,103.0,No,,547.0
State Measure 118 - Increases Corporate Taxes,104 - Astoria South,104.0,Yes,,306.0
State Measure 118 - Increases Corporate Taxes,104 - Astoria South,104.0,No,,593.0
State Measure 118 - Increases Corporate Taxes,105 - Svensen,105.0,Yes,,173.0
State Measure 118 - Increases Corporate Taxes,105 - Svensen,105.0,No,,796.0
State Measure 118 - Increases Corporate Taxes,106 - Knappa,106.0,Yes,,211.0
State Measure 118 - Increases Corporate Taxes,106 - Knappa,106.0,No,,854.0
State Measure 118 - Increases Corporate Taxes,107 - Westport/Hillcrest,107.0,Yes,,51.0
State Measure 118 - Increases Corporate Taxes,107 - Westport/Hillcrest,107.0,No,,281.0
State Measure 118 - Increases Corporate Taxes,108 - Jewell,108.0,Yes,,81.0
State Measure 118 - Increases Corporate Taxes,108 - Jewell,108.0,No,,266.0
State Measure 118 - Increases Corporate Taxes,109 - Olney,109.0,Yes,,52.0
State Measure 118 - Increases Corporate Taxes,109 - Olney,109.0,No,,383.0
State Measure 118 - Increases Corporate Taxes,110 - Stanley Acres,110.0,Yes,,40.0
State Measure 118 - Increases Corporate Taxes,110 - Stanley Acres,110.0,No,,158.0
State Measure 118 - Increases Corporate Taxes,111 - Lewis and Clark/Chadwell,111.0,Yes,,253.0
State Measure 118 - Increases Corporate Taxes,111 - Lewis and Clark/Chadwell,111.0,No,,1103.0
State Measure 118 - Increases Corporate Taxes,112 - Warrenton East,112.0,Yes,,227.0
State Measure 118 - Increases Corporate Taxes,112 - Warrenton East,112.0,No,,596.0
State Measure 118 - Increases Corporate Taxes,113 - Warrenton West,113.0,Yes,,485.0
State Measure 118 - Increases Corporate Taxes,113 - Warrenton West,113.0,No,,1733.0
State Measure 118 - Increases Corporate Taxes,114 - Clatsop Plains North,114.0,Yes,,178.0
State Measure 118 - Increases Corporate Taxes,114 - Clatsop Plains North,114.0,No,,570.0
State Measure 118 - Increases Corporate Taxes,115 - Clatsop Plains South,115.0,Yes,,225.0
State Measure 118 - Increases Corporate Taxes,115 - Clatsop Plains South,115.0,No,,1006.0
State Measure 118 - Increases Corporate Taxes,116 - Gearhart,116.0,Yes,,248.0
State Measure 118 - Increases Corporate Taxes,116 - Gearhart,116.0,No,,1024.0
"State Measure 116 - Amends Constitution, Establishes Commission",117 - Seaside North,117.0,Yes,,266.0
"State Measure 116 - Amends Constitution, Establishes Commission",117 - Seaside North,117.0,No,,266.0
"State Measure 116 - Amends Constitution, Establishes Commission",118 - Seaside West,118.0,Yes,,283.0
"State Measure 116 - Amends Constitution, Establishes Commission",118 - Seaside West,118.0,No,,268.0
"State Measure 116 - Amends Constitution, Establishes Commission",119 - Seaside East,119.0,Yes,,454.0
"State Measure 116 - Amends Constitution, Establishes Commission",119 - Seaside East,119.0,No,,393.0
"State Measure 116 - Amends Constitution, Establishes Commission",120 - Seaside South,120.0,Yes,,598.0
"State Measure 116 - Amends Constitution, Establishes Commission",120 - Seaside South,120.0,No,,553.0
"State Measure 116 - Amends Constitution, Establishes Commission",121 - Necanicum,121.0,Yes,,128.0
"State Measure 116 - Amends Constitution, Establishes Commission",121 - Necanicum,121.0,No,,175.0
"State Measure 116 - Amends Constitution, Establishes Commission",122 - Arch Cape,122.0,Yes,,127.0
"State Measure 116 - Amends Constitution, Establishes Commission",122 - Arch Cape,122.0,No,,84.0
"State Measure 116 - Amends Constitution, Establishes Commission",123 - Cannon Beach,123.0,Yes,,500.0
"State Measure 116 - Amends Constitution, Establishes Commission",123 - Cannon Beach,123.0,No,,425.0
"State Measure 116 - Amends Constitution, Establishes Commission",124 - Hamlet,124.0,Yes,,108.0
"State Measure 116 - Amends Constitution, Establishes Commission",124 - Hamlet,124.0,No,,153.0
"State Measure 116 - Amends Constitution, Establishes Commission",125 - Elsie,125.0,Yes,,105.0
"State Measure 116 - Amends Constitution, Establishes Commission",125 - Elsie,125.0,No,,142.0
"State Measure 116 - Amends Constitution, Establishes Commission",Totals,,Yes,,10461.0
"State Measure 116 - Amends Constitution, Establishes Commission",Totals,,No,,10987.0
State Measure 117 - Rank Choice Voting,117 - Seaside North,117.0,Yes,,248.0
State Measure 117 - Rank Choice Voting,117 - Seaside North,117.0,No,,288.0
State Measure 117 - Rank Choice Voting,118 - Seaside West,118.0,Yes,,253.0
State Measure 117 - Rank Choice Voting,118 - Seaside West,118.0,No,,317.0
State Measure 117 - Rank Choice Voting,119 - Seaside East,119.0,Yes,,386.0
State Measure 117 - Rank Choice Voting,119 - Seaside East,119.0,No,,491.0
State Measure 117 - Rank Choice Voting,120 - Seaside South,120.0,Yes,,499.0
State Measure 117 - Rank Choice Voting,120 - Seaside South,120.0,No,,671.0
State Measure 117 - Rank Choice Voting,121 - Necanicum,121.0,Yes,,113.0
State Measure 117 - Rank Choice Voting,121 - Necanicum,121.0,No,,198.0
State Measure 117 - Rank Choice Voting,122 - Arch Cape,122.0,Yes,,112.0
State Measure 117 - Rank Choice Voting,122 - Arch Cape,122.0,No,,103.0
State Measure 117 - Rank Choice Voting,123 - Cannon Beach,123.0,Yes,,460.0
State Measure 117 - Rank Choice Voting,123 - Cannon Beach,123.0,No,,492.0
State Measure 117 - Rank Choice Voting,124 - Hamlet,124.0,Yes,,93.0
State Measure 117 - Rank Choice Voting,124 - Hamlet,124.0,No,,169.0
State Measure 117 - Rank Choice Voting,125 - Elsie,125.0,Yes,,91.0
State Measure 117 - Rank Choice Voting,125 - Elsie,125.0,No,,155.0
State Measure 117 - Rank Choice Voting,Totals,,Yes,,9000.0
State Measure 117 - Rank Choice Voting,Totals,,No,,12895.0
State Measure 118 - Increases Corporate Taxes,117 - Seaside North,117.0,Yes,,163.0
State Measure 118 - Increases Corporate Taxes,117 - Seaside North,117.0,No,,377.0
State Measure 118 - Increases Corporate Taxes,118 - Seaside West,118.0,Yes,,157.0
State Measure 118 - Increases Corporate Taxes,118 - Seaside West,118.0,No,,409.0
State Measure 118 - Increases Corporate Taxes,119 - Seaside East,119.0,Yes,,227.0
State Measure 118 - Increases Corporate Taxes,119 - Seaside East,119.0,No,,644.0
State Measure 118 - Increases Corporate Taxes,120 - Seaside South,120.0,Yes,,327.0
State Measure 118 - Increases Corporate Taxes,120 - Seaside South,120.0,No,,852.0
State Measure 118 - Increases Corporate Taxes,121 - Necanicum,121.0,Yes,,69.0
State Measure 118 - Increases Corporate Taxes,121 - Necanicum,121.0,No,,243.0
State Measure 118 - Increases Corporate Taxes,122 - Arch Cape,122.0,Yes,,70.0
State Measure 118 - Increases Corporate Taxes,122 - Arch Cape,122.0,No,,139.0
State Measure 118 - Increases Corporate Taxes,123 - Cannon Beach,123.0,Yes,,272.0
State Measure 118 - Increases Corporate Taxes,123 - Cannon Beach,123.0,No,,673.0
State Measure 118 - Increases Corporate Taxes,124 - Hamlet,124.0,Yes,,50.0
State Measure 118 - Increases Corporate Taxes,124 - Hamlet,124.0,No,,213.0
State Measure 118 - Increases Corporate Taxes,125 - Elsie,125.0,Yes,,60.0
State Measure 118 - Increases Corporate Taxes,125 - Elsie,125.0,No,,194.0
State Measure 118 - Increases Corporate Taxes,Totals,,Yes,,5342.0
State Measure 118 - Increases Corporate Taxes,Totals,,No,,16608.0
State Measure 119 - Cannabis Labor,101 - Astoria West,101.0,Yes,,1751.0
State Measure 119 - Cannabis Labor,101 - Astoria West,101.0,No,,718.0
State Measure 119 - Cannabis Labor,102 - Astoria East,102.0,Yes,,1158.0
State Measure 119 - Cannabis Labor,102 - Astoria East,102.0,No,,513.0
State Measure 119 - Cannabis Labor,103 - John Day/Walluski,103.0,Yes,,347.0
State Measure 119 - Cannabis Labor,103 - John Day/Walluski,103.0,No,,327.0
State Measure 119 - Cannabis Labor,104 - Astoria South,104.0,Yes,,601.0
State Measure 119 - Cannabis Labor,104 - Astoria South,104.0,No,,280.0
State Measure 119 - Cannabis Labor,105 - Svensen,105.0,Yes,,443.0
State Measure 119 - Cannabis Labor,105 - Svensen,105.0,No,,496.0
State Measure 119 - Cannabis Labor,106 - Knappa,106.0,Yes,,531.0
State Measure 119 - Cannabis Labor,106 - Knappa,106.0,No,,517.0
State Measure 119 - Cannabis Labor,107 - Westport/Hillcrest,107.0,Yes,,157.0
State Measure 119 - Cannabis Labor,107 - Westport/Hillcrest,107.0,No,,172.0
State Measure 119 - Cannabis Labor,108 - Jewell,108.0,Yes,,150.0
State Measure 119 - Cannabis Labor,108 - Jewell,108.0,No,,186.0
State Measure 119 - Cannabis Labor,109 - Olney,109.0,Yes,,151.0
State Measure 119 - Cannabis Labor,109 - Olney,109.0,No,,261.0
State Measure 119 - Cannabis Labor,110 - Stanley Acres,110.0,Yes,,77.0
State Measure 119 - Cannabis Labor,110 - Stanley Acres,110.0,No,,112.0
State Measure 119 - Cannabis Labor,111 - Lewis and Clark/Chadwell,111.0,Yes,,646.0
State Measure 119 - Cannabis Labor,111 - Lewis and Clark/Chadwell,111.0,No,,677.0
State Measure 119 - Cannabis Labor,112 - Warrenton East,112.0,Yes,,445.0
State Measure 119 - Cannabis Labor,112 - Warrenton East,112.0,No,,343.0
State Measure 119 - Cannabis Labor,113 - Warrenton West,113.0,Yes,,1161.0
